Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Noemia Santos Costa Em,Escola,Escola,Suzano,Jardim Ikeda,"Cravos, 15, Rua, Jardim Ikeda, Suzano, SP",(11) 4743-9675,,,,,,,https://www.google.com/maps/search/?api=1&query=Cravos%2C+15%2C+Rua%2C+Jardim+Ikeda%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/noemia-santos-costa-em-35203439; site oficial/redes não coletados nesta fonte
Novos Horizontes Nucleo Educacional,Escola,Escola,Suzano,Jardim Imperador,"Alameda Cunha Bueno, 267, Alameda, Jardim Imperador, Suzano, SP",(11) 4747-3011,,,,,,,https://www.google.com/maps/search/?api=1&query=Alameda+Cunha+Bueno%2C+267%2C+Alameda%2C+Jardim+Imperador%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/novos-horizontes-nucleo-educacional-35120832; site oficial/redes não coletados nesta fonte
Neyde Piao Vidal Profa Em,Escola,Escola,Suzano,Parque Buenos Aires,"Nicacio da Silva Basto, 503, Rua, Parque Buenos Aires, Suzano, SP",(11) 4751-2869,,,,,,,https://www.google.com/maps/search/?api=1&query=Nicacio+da+Silva+Basto%2C+503%2C+Rua%2C+Parque+Buenos+Aires%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/neyde-piao-vidal-profa-em-35247522; site oficial/redes não coletados nesta fonte
Nucleo de Recreacao Infantil Baby,Escola,Escola,Suzano,Jardim Santa Helena,"Presidente Nereu Ramos, 176, Jardim Santa Helena, Suzano, SP",(11) 4748-1158,,,,,,,https://www.google.com/maps/search/?api=1&query=Presidente+Nereu+Ramos%2C+176%2C+Jardim+Santa+Helena%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/nucleo-de-recreacao-infantil-baby-35005002; site oficial/redes não coletados nesta fonte
Odario Ferreira da Silva Em,Escola,Escola,Suzano,Jardim Belem,"Valdir Dicieri, 305, Rua, Jardim Belem, Suzano, SP",(11) 4751-3399,,,,,,,https://www.google.com/maps/search/?api=1&query=Valdir+Dicieri%2C+305%2C+Rua%2C+Jardim+Belem%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/odario-ferreira-da-silva-em-35106227; site oficial/redes não coletados nesta fonte
Olavo Leonel Ferreira Professor,Escola,Escola,Suzano,Parque Residencial Casa Branca,"Getulio Moreira de Souza, 881, Rua, Parque Residencial Casa Branca, Suzano, SP",(11) 4747-9755,,,,,,,https://www.google.com/maps/search/?api=1&query=Getulio+Moreira+de+Souza%2C+881%2C+Rua%2C+Parque+Residencial+Casa+Branca%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/olavo-leonel-ferreira-professor-35923849; site oficial/redes não coletados nesta fonte
Orlando Digenova Em,Escola,Escola,Suzano,Cidade Miguel Badra,"Benedito Salome da Anunciacao, 609, Rua, Cidade Miguel Badra, Suzano, SP",(11) 4749-1300,,,,,,,https://www.google.com/maps/search/?api=1&query=Benedito+Salome+da+Anunciacao%2C+609%2C+Rua%2C+Cidade+Miguel+Badra%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/orlando-digenova-em-35211758; site oficial/redes não coletados nesta fonte
Raul Brasil Professor,Escola,Escola,Suzano,Parque Suzano,"Jose Garcia de Souza, 251, Parque Suzano, Suzano, SP",(11) 4748-1393,,,,,,,https://www.google.com/maps/search/?api=1&query=Jose+Garcia+de+Souza%2C+251%2C+Parque+Suzano%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/raul-brasil-professor-35006981; site oficial/redes não coletados nesta fonte
Oswaldo de Oliveira Lima,Escola,Escola,Suzano,Jardim Revista,"Planalto, 200, Rua, Jardim Revista, Suzano, SP",(11) 4749-1261,,,,,,,https://www.google.com/maps/search/?api=1&query=Planalto%2C+200%2C+Rua%2C+Jardim+Revista%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/oswaldo-de-oliveira-lima-35046450; site oficial/redes não coletados nesta fonte
Pequeno Principe e Pequena Princesa Eei,Escola,Escola,Suzano,Jardim Santa Helena,"Augusta Aparecida de Carvalho Morais, 421, Rua, Jardim Santa Helena, Suzano, SP",(11) 4743-2214,,,,,,,https://www.google.com/maps/search/?api=1&query=Augusta+Aparecida+de+Carvalho+Morais%2C+421%2C+Rua%2C+Jardim+Santa+Helena%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/pequeno-principe-e-pequena-princesa-eei-35455180; site oficial/redes não coletados nesta fonte
Paulo Henrique Barreiros Professor Em,Escola,Escola,Suzano,Parque Residencial Samambaia,"Joaquim Marques de Queiroz, 71, Avenida, Parque Residencial Samambaia, Suzano, SP",(11) 4759-1444,,,,,,,https://www.google.com/maps/search/?api=1&query=Joaquim+Marques+de+Queiroz%2C+71%2C+Avenida%2C+Parque+Residencial+Samambaia%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/paulo-henrique-barreiros-professor-em-35275190; site oficial/redes não coletados nesta fonte
Paulo Kobayashi Professor,Escola,Escola,Suzano,Vila Maluf,"Mauricio Mariano, 171, Rua, Vila Maluf, Suzano, SP",(11) 4742-7754,,,,,,,https://www.google.com/maps/search/?api=1&query=Mauricio+Mariano%2C+171%2C+Rua%2C+Vila+Maluf%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/paulo-kobayashi-professor-35284361; site oficial/redes não coletados nesta fonte
Oscar de Almeida Redondo Professor Em,Escola,Escola,Suzano,Vila Urupes,"Madame Pommery, 590, Vila Urupes, Suzano, SP",(11) 4743-1794,,,,,,,https://www.google.com/maps/search/?api=1&query=Madame+Pommery%2C+590%2C+Vila+Urupes%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/oscar-de-almeida-redondo-professor-em-35089312; site oficial/redes não coletados nesta fonte
Ruy Ferreira Guimaraes Professor Em,Escola,Escola,Suzano,Jardim Sao Bernardino,"Antonio Celso Borges, 25, Rua, Jardim Sao Bernardino, Suzano, SP",(11) 4749-3518,,,,,,,https://www.google.com/maps/search/?api=1&query=Antonio+Celso+Borges%2C+25%2C+Rua%2C+Jardim+Sao+Bernardino%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/ruy-ferreira-guimaraes-professor-em-35244594; site oficial/redes não coletados nesta fonte
Roberto Bianchi,Escola,Escola,Suzano,Ipelandia,"Keida Harada, 99, Estrada, Ipelandia, Suzano, SP",(11) 4742-6500,,,,,,,https://www.google.com/maps/search/?api=1&query=Keida+Harada%2C+99%2C+Estrada%2C+Ipelandia%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/roberto-bianchi-35006993; site oficial/redes não coletados nesta fonte
Santina Marotto Iorio,Escola,Escola,Suzano,Jardim Gardenia Azul,"Rua Norberto da Silveira, 200, Jardim Gardenia Azul, Suzano, SP",(11) 4749-8006,,,,,,,https://www.google.com/maps/search/?api=1&query=Rua+Norberto+da+Silveira%2C+200%2C+Jardim+Gardenia+Azul%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/santina-marotto-iorio-35010514; site oficial/redes não coletados nesta fonte
Sergio Simao Em,Escola,Escola,Suzano,Jardim Europa,"Roberto Ferreira Ribas, 101, Rua, Jardim Europa, Suzano, SP",(11) 4752-3858,,,,,,,https://www.google.com/maps/search/?api=1&query=Roberto+Ferreira+Ribas%2C+101%2C+Rua%2C+Jardim+Europa%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/sergio-simao-em-35289632; site oficial/redes não coletados nesta fonte
Victor Salviano Em,Escola,Escola,Suzano,Cidade Miguel Badra,"Mario Bochetti, 385, Rua, Cidade Miguel Badra, Suzano, SP",(11) 4752-8039,,,,,,,https://www.google.com/maps/search/?api=1&query=Mario+Bochetti%2C+385%2C+Rua%2C+Cidade+Miguel+Badra%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/victor-salviano-em-35289590; site oficial/redes não coletados nesta fonte
Tokuzo Terazaki,Escola,Escola,Suzano,Parque Santa Rosa,"Dos Fernandes, KM 05, Ate 37993800, Parque Santa Rosa, Suzano, SP",(11) 4747-1399,,,,,,,https://www.google.com/maps/search/?api=1&query=Dos+Fernandes%2C+KM+05%2C+Ate+37993800%2C+Parque+Santa+Rosa%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/tokuzo-terazaki-35007146; site oficial/redes não coletados nesta fonte
Vera Lucia Marcal Moretti Professor Em,Escola,Escola,Suzano,Jardim Gardenia Azul,"Teruo Nishikawa, 481, Rua, Jardim Gardenia Azul, Suzano, SP",(11) 4752-5178,,,,,,,https://www.google.com/maps/search/?api=1&query=Teruo+Nishikawa%2C+481%2C+Rua%2C+Jardim+Gardenia+Azul%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/vera-lucia-marcal-moretti-professor-em-35290336; site oficial/redes não coletados nesta fonte
Tomi Ashiuchi Em,Escola,Escola,Suzano,Jardim Saude,"Lhubinko Raykov, 90, Jardim Saude, Suzano, SP",(11) 4749-8456,,,,,,,https://www.google.com/maps/search/?api=1&query=Lhubinko+Raykov%2C+90%2C+Jardim+Saude%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/tomi-ashiuchi-em-35009360; site oficial/redes não coletados nesta fonte
Waldemar Calil Vereador Em,Escola,Escola,Suzano,Cidade Boa Vista,"Katsutoshi Naito, 955, Avenida, Cidade Boa Vista, Suzano, SP",(11) 4749-8183,,,,,,,https://www.google.com/maps/search/?api=1&query=Katsutoshi+Naito%2C+955%2C+Avenida%2C+Cidade+Boa+Vista%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/waldemar-calil-vereador-em-35089357; site oficial/redes não coletados nesta fonte
Toshio Utiyama Em,Escola,Escola,Suzano,Centro,"Eliziel Alves Costa, 371, Rua, Centro, Suzano, SP",(11) 4743-7793,,,,,,,https://www.google.com/maps/search/?api=1&query=Eliziel+Alves+Costa%2C+371%2C+Rua%2C+Centro%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/toshio-utiyama-em-35095941; site oficial/redes não coletados nesta fonte
Sebastiao Pereira Vidal,Escola,Escola,Suzano,Vila Urupes,"Brasilia, 1020, Vila Urupes, Suzano, SP",(11) 4747-1374,,,,,,,https://www.google.com/maps/search/?api=1&query=Brasilia%2C+1020%2C+Vila+Urupes%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/sebastiao-pereira-vidal-35040514; site oficial/redes não coletados nesta fonte
Tochichico Yochicava Professor,Escola,Escola,Suzano,Cidade Miguel Badra,"Ferdinando Antonio Renzi, 221, Rua, Cidade Miguel Badra, Suzano, SP",(11) 4749-2271,,,,,,,https://www.google.com/maps/search/?api=1&query=Ferdinando+Antonio+Renzi%2C+221%2C+Rua%2C+Cidade+Miguel+Badra%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/tochichico-yochicava-professor-35925846; site oficial/redes não coletados nesta fonte
Sonia Regina Alonso Ostermayer Profa Em,Escola,Escola,Suzano,Vila Sao Pedro,"Nhonho de Lima, 295, Rua, Vila Sao Pedro, Suzano, SP",(11) 4743-9247,,,,,,,https://www.google.com/maps/search/?api=1&query=Nhonho+de+Lima%2C+295%2C+Rua%2C+Vila+Sao+Pedro%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/sonia-regina-alonso-ostermayer-profa-em-35191590; site oficial/redes não coletados nesta fonte
Virginia Ferreira Rafful Profa Em,Escola,Escola,Suzano,Jardim Casa Branca,"Vitoria Morena da Silva, 127, Rua, Jardim Casa Branca, Suzano, SP",(11) 4743-1795,,,,,,,https://www.google.com/maps/search/?api=1&query=Vitoria+Morena+da+Silva%2C+127%2C+Rua%2C+Jardim+Casa+Branca%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/virginia-ferreira-rafful-profa-em-35089308; site oficial/redes não coletados nesta fonte
Zaira Assen Torrano Em,Escola,Escola,Suzano,Jardim Nova America,"Claudionor Rosa de Lima, SN, Jardim Nova America, Suzano, SP",(11) 4934-5610,,,,,,,https://www.google.com/maps/search/?api=1&query=Claudionor+Rosa+de+Lima%2C+SN%2C+Jardim+Nova+America%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/zaira-assen-torrano-em-35006777; site oficial/redes não coletados nesta fonte
Yolanda Bassi Professora,Escola,Escola,Suzano,Jardim Alteropolis,"Eziquiel Correa Machado, 347, Rua, Jardim Alteropolis, Suzano, SP",(11) 4749-0980,,,,,,,https://www.google.com/maps/search/?api=1&query=Eziquiel+Correa+Machado%2C+347%2C+Rua%2C+Jardim+Alteropolis%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/yolanda-bassi-professora-35916900; site oficial/redes não coletados nesta fonte
Therezinha Pereira Lima Muzel Profa Em,Escola,Escola,Suzano,Jardim Sao Jose,"Turquia, 555, Rua, Jardim Sao Jose, Suzano, SP",(11) 4742-1436,,,,,,,https://www.google.com/maps/search/?api=1&query=Turquia%2C+555%2C+Rua%2C+Jardim+Sao+Jose%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/therezinha-pereira-lima-muzel-profa-em-35276820; site oficial/redes não coletados nesta fonte
Amadeu Rodrigues Norte,Escola,Escola,Arujá,Vila Pedroso,"Plinio Salgado Santangelo, 120, Vila Pedroso, Arujá, SP",(11) 4654-1155,,,,,,,https://www.google.com/maps/search/?api=1&query=Plinio+Salgado+Santangelo%2C+120%2C+Vila+Pedroso%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/amadeu-rodrigues-norte-35006476; site oficial/redes não coletados nesta fonte
Abilio Pinheiro Andre Em,Escola,Escola,Arujá,Parque dos Jacarandas,"Dos Jacarandas, 940, Parque dos Jacarandas, Arujá, SP",(11) 4652-9791,,,,,,,https://www.google.com/maps/search/?api=1&query=Dos+Jacarandas%2C+940%2C+Parque+dos+Jacarandas%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/abilio-pinheiro-andre-em-35357649; site oficial/redes não coletados nesta fonte
Aruja Instituto de Ensino,Escola,Escola,Arujá,Vila Progresso,"Santa Isabel, 1322, Rua, Vila Progresso, Arujá, SP",(11) 4654-2388,,,,,,,https://www.google.com/maps/search/?api=1&query=Santa+Isabel%2C+1322%2C+Rua%2C+Vila+Progresso%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/aruja-instituto-de-ensino-35811038; site oficial/redes não coletados nesta fonte
Ana Maria de Carvalho Pereira,Escola,Escola,Arujá,Jardim Emilia,"Oscar Schiavon, 378, Jardim Emilia, Arujá, SP",(11) 4654-3088,,,,,,,https://www.google.com/maps/search/?api=1&query=Oscar+Schiavon%2C+378%2C+Jardim+Emilia%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/ana-maria-de-carvalho-pereira-35910375; site oficial/redes não coletados nesta fonte
Amadeu de Angelis Professor Escola Municipal de Ensino Fundamental,Escola,Escola,Arujá,Arujamerica,"Inocencio Jose Rodrigues, 95, Arujamerica, Arujá, SP",(11) 4655-3777,,,,,,,https://www.google.com/maps/search/?api=1&query=Inocencio+Jose+Rodrigues%2C+95%2C+Arujamerica%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/amadeu-de-angelis-professor-escola-municipal-de-ensino-fundamental-35447638; site oficial/redes não coletados nesta fonte
Zeikichi Fukuoka,Escola,Escola,Suzano,Cidade Edson,"Caramuru, 111, Rua, Cidade Edson, Suzano, SP",(11) 4746-2277,,,,,,,https://www.google.com/maps/search/?api=1&query=Caramuru%2C+111%2C+Rua%2C+Cidade+Edson%2C+Suzano-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/zeikichi-fukuoka-35007043; site oficial/redes não coletados nesta fonte
Bairro da Penhinha Em,Escola,Escola,Arujá,Chacara Bananal,"Da Peinha, 2261, Chacara Bananal, Arujá, SP",(11) 4655-0179,,,,,,,https://www.google.com/maps/search/?api=1&query=Da+Peinha%2C+2261%2C+Chacara+Bananal%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/bairro-da-penhinha-em-35437372; site oficial/redes não coletados nesta fonte
Benedito Manoel dos Santos,Escola,Escola,Arujá,Jardim Limoeiro,"Benedito Antonio Ribeiro, 425, Rua, Jardim Limoeiro, Arujá, SP",(11) 4654-1711,,,,,,,https://www.google.com/maps/search/?api=1&query=Benedito+Antonio+Ribeiro%2C+425%2C+Rua%2C+Jardim+Limoeiro%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/benedito-manoel-dos-santos-35041907; site oficial/redes não coletados nesta fonte
Canada House Bilingual Education,Escola,Escola,Arujá,Portao,"P.l. do Brasil, 15, Avenida, Portao, Arujá, SP",(11) 4655-8156,,,,,,,https://www.google.com/maps/search/?api=1&query=P.l.+do+Brasil%2C+15%2C+Avenida%2C+Portao%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/canada-house-bilingual-education-35131623; site oficial/redes não coletados nesta fonte
Carlos Richard Strautmann Pastor,Escola,Escola,Arujá,Parque Rodrigo Barreto,"Dr Armando Colangelo, 1133, Parque Rodrigo Barreto, Arujá, SP",(11) 4655-3681,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr+Armando+Colangelo%2C+1133%2C+Parque+Rodrigo+Barreto%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/carlos-richard-strautmann-pastor-35901854; site oficial/redes não coletados nesta fonte
Cecilia Caraca Mineiro Coutinho Profa Em,Escola,Escola,Arujá,Jardim Leika,"Gabriel Paschoal, 120, Jardim Leika, Arujá, SP",(11) 4652-6606,,,,,,,https://www.google.com/maps/search/?api=1&query=Gabriel+Paschoal%2C+120%2C+Jardim+Leika%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/cecilia-caraca-mineiro-coutinho-profa-em-35248708; site oficial/redes não coletados nesta fonte
Cmei Professora Elizangela Aparecida Fernandes Onyebuchi,Escola,Escola,Arujá,Jardim Josely,"Tres Fronteiras, 241, Jardim Josely, Arujá, SP",(11) 4645-1518,,,,,,,https://www.google.com/maps/search/?api=1&query=Tres+Fronteiras%2C+241%2C+Jardim+Josely%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/cmei-professora-elizangela-aparecida-fernandes-onyebuchi-35436070; site oficial/redes não coletados nesta fonte
Cmei Maria Raimunda dos Santos,Escola,Escola,Arujá,Jardim Limoeiro,"Limoeiro, 2333, Jardim Limoeiro, Arujá, SP",(11) 4653-3012,,,,,,,https://www.google.com/maps/search/?api=1&query=Limoeiro%2C+2333%2C+Jardim+Limoeiro%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/cmei-maria-raimunda-dos-santos-35004124; site oficial/redes não coletados nesta fonte
Dra Zilda Arns Neumann Em,Escola,Escola,Arujá,Mirante do Aruja,"Serra da Jureia, 99, Mirante do Aruja, Arujá, SP",(11) 4651-1284,,,,,,,https://www.google.com/maps/search/?api=1&query=Serra+da+Jureia%2C+99%2C+Mirante+do+Aruja%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/dra-zilda-arns-neumann-em-35447997; site oficial/redes não coletados nesta fonte
Dalila Franco Garcia Profa Em,Escola,Escola,Arujá,Barbosas,"Joao da Silva Ferraz, 50, Barbosas, Arujá, SP",(11) 4653-2577,,,,,,,https://www.google.com/maps/search/?api=1&query=Joao+da+Silva+Ferraz%2C+50%2C+Barbosas%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/dalila-franco-garcia-profa-em-35075310; site oficial/redes não coletados nesta fonte
Edir Paulino Albuquerque Profa,Escola,Escola,Arujá,Aruja Centro Residencial,"Aristides Ramos dos Santos, Aruja Centro Residencial, Arujá, SP",(11) 4655-0071,,,,,,,https://www.google.com/maps/search/?api=1&query=Aristides+Ramos+dos+Santos%2C+Aruja+Centro+Residencial%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/edir-paulino-albuquerque-profa-35923205; site oficial/redes não coletados nesta fonte
Esli Garcia Diniz Professor,Escola,Escola,Arujá,Jardim Planalto,"Maranhao, 32, Jardim Planalto, Arujá, SP",(11) 4655-3198,,,,,,,https://www.google.com/maps/search/?api=1&query=Maranhao%2C+32%2C+Jardim+Planalto%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/esli-garcia-diniz-professor-35006403; site oficial/redes não coletados nesta fonte
Etec Professora Luzia Maria Machado,Escola,Curso Técnico,Arujá,Aruja Centro Residencial,"Mamede Barbosa, 105, Rua, Aruja Centro Residencial, Arujá, SP",(11) 4653-3378,,,,,,,https://www.google.com/maps/search/?api=1&query=Mamede+Barbosa%2C+105%2C+Rua%2C+Aruja+Centro+Residencial%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/etec-professora-luzia-maria-machado-35562282; site oficial/redes não coletados nesta fonte
Eufly Gomes Professor Em,Escola,Escola,Arujá,Aruja Centro Residencial,"Mamede Barbosa, 133, Aruja Centro Residencial, Arujá, SP",(11) 4652-9250,,,,,,,https://www.google.com/maps/search/?api=1&query=Mamede+Barbosa%2C+133%2C+Aruja+Centro+Residencial%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/eufly-gomes-professor-em-35437384; site oficial/redes não coletados nesta fonte
Geraldo Montibeller Padre Em,Escola,Escola,Arujá,Jardim Pinheiro,"Tuim, 330, Jardim Pinheiro, Arujá, SP",(11) 4651-3055,,,,,,,https://www.google.com/maps/search/?api=1&query=Tuim%2C+330%2C+Jardim+Pinheiro%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/geraldo-montibeller-padre-em-35200136; site oficial/redes não coletados nesta fonte
Geraldo Barbosa de Almeida Prefeito,Escola,Escola,Arujá,Mirante do Aruja,"Estr dos Fernandes, 2332, Mirante do Aruja, Arujá, SP",(11) 4655-4635,,,,,,,https://www.google.com/maps/search/?api=1&query=Estr+dos+Fernandes%2C+2332%2C+Mirante+do+Aruja%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/geraldo-barbosa-de-almeida-prefeito-35039457; site oficial/redes não coletados nesta fonte
Izaura Vital dos Santos Dona Cmei,Escola,Escola,Arujá,Cidade Nova Aruja,"Santo Antonio, 877, Cidade Nova Aruja, Arujá, SP",(11) 4655-0440,,,,,,,https://www.google.com/maps/search/?api=1&query=Santo+Antonio%2C+877%2C+Cidade+Nova+Aruja%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/izaura-vital-dos-santos-dona-cmei-35281426; site oficial/redes não coletados nesta fonte
Herminia Araki Professora Em,Escola,Escola,Arujá,Parque Rodrigo Barreto,"Luiz Gonzaga Colangelo Nobrega, 151, Parque Rodrigo Barreto, Arujá, SP",(11) 4652-2944,,,,,,,https://www.google.com/maps/search/?api=1&query=Luiz+Gonzaga+Colangelo+Nobrega%2C+151%2C+Parque+Rodrigo+Barreto%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/herminia-araki-professora-em-35390884; site oficial/redes não coletados nesta fonte
Julia Mitie Mine Professora Em,Escola,Escola,Arujá,Cidade Nova Aruja,"Crisantemos, 445, Cidade Nova Aruja, Arujá, SP",(11) 4651-5016,,,,,,,https://www.google.com/maps/search/?api=1&query=Crisantemos%2C+445%2C+Cidade+Nova+Aruja%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/julia-mitie-mine-professora-em-35447651; site oficial/redes não coletados nesta fonte
Isabela Pavani Castilho Cruz Em,Escola,Escola,Arujá,Chacaras Copaco,"Antimonio, SN, Chacaras Copaco, Arujá, SP",(11) 4652-9794,,,,,,,https://www.google.com/maps/search/?api=1&query=Antimonio%2C+SN%2C+Chacaras+Copaco%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/isabela-pavani-castilho-cruz-em-35357522; site oficial/redes não coletados nesta fonte
Maria Herbene Patricio Damasceno Cmei,Escola,Escola,Arujá,Chacara Sao Jose,"Rio de Janeiro, 199, Chacara Sao Jose, Arujá, SP",(11) 4655-0017,,,,,,,https://www.google.com/maps/search/?api=1&query=Rio+de+Janeiro%2C+199%2C+Chacara+Sao+Jose%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/maria-herbene-patricio-damasceno-cmei-35472682; site oficial/redes não coletados nesta fonte
Maria Aparecida Restivo Perez Dona Em,Escola,Escola,Arujá,Jardim Via Dutra,"Ribeirao dos Indios, 295, Jardim Via Dutra, Arujá, SP",(11) 4652-5449,,,,,,,https://www.google.com/maps/search/?api=1&query=Ribeirao+dos+Indios%2C+295%2C+Jardim+Via+Dutra%2C+Aruj%C3%A1-SP,,,sem informação,40,Prioridade Baixa,Fonte Escolas.com.br: http://escolas.com.br/maria-aparecida-restivo-perez-dona-em-35270751; site oficial/redes não coletados nesta fonte
