Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Escola da Prefeitura de Guarulhos Moreira Mattos,Escola,Escola,Guarulhos,Vila Galvão,"Rua Vitorino Freire, 201, Vila Galvão, Guarulhos, SP",+55 11 2451 8936,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+da+Prefeitura+de+Guarulhos+Moreira+Mattos+Rua+Vitorino+Freire%2C+201%2C+Vila+Galv%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola da Prefeitura de Guarulhos Sitio do Pica Pau Amarelo,Escola,Escola,Guarulhos,Cocaia,"Avenida Brigadeiro Faria Lima, 1846, Cocaia, Guarulhos, SP",+55 11 2402 4840,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+da+Prefeitura+de+Guarulhos+Sitio+do+Pica+Pau+Amarelo+Avenida+Brigadeiro+Faria+Lima%2C+1846%2C+Cocaia%2C+Guarulhos%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Capitão Alberto Helena Junior,Escola,Escola,Guarulhos,Jardim Vila Galvão,"Praça Nossa Senhora Aparecida, 125, Jardim Vila Galvão, Guarulhos, SP",+55 11 2452 5335,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Capit%C3%A3o+Alberto+Helena+Junior+Pra%C3%A7a+Nossa+Senhora+Aparecida%2C+125%2C+Jardim+Vila+Galv%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Municipal de Educação Infantil Patrícia Galvão - Pagú,Escola,Escola Infantil,Guarulhos,Cabuçu,"Rua Natalina de Melo Gouveia Norkivicius, Cabuçu, Guarulhos, SP",+55 11 2456 7844,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Municipal+de+Educa%C3%A7%C3%A3o+Infantil+Patr%C3%ADcia+Galv%C3%A3o+-+Pag%C3%BA+Rua+Natalina+de+Melo+Gouveia+Norkivicius%2C+Cabu%C3%A7u%2C+Guarulhos%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Técnica Itaquaquecetuna,Escola,Escola,Itaquaquecetuba,Santa Tereza,"Rua Jerusalém, 866, Santa Tereza, Itaquaquecetuba, SP",+55 11 4642 5544,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+T%C3%A9cnica+Itaquaquecetuna+Rua+Jerusal%C3%A9m%2C+866%2C+Santa+Tereza%2C+Itaquaquecetuba%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal José Marinho Ferreira,Escola,Escola,Itaquaquecetuba,Centro,"Rua Vital Brasil, 130, Centro, Itaquaquecetuba, SP",+55 11 4642 6435,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Jos%C3%A9+Marinho+Ferreira+Rua+Vital+Brasil%2C+130%2C+Centro%2C+Itaquaquecetuba%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Professor Ruy Ferreira Guimarães,Escola,Escola,Suzano,Pedreira,"Rua Antônio Célso Borges, 25, Pedreira, Suzano, SP",+55 11 4749 3518,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Professor+Ruy+Ferreira+Guimar%C3%A3es+Rua+Ant%C3%B4nio+C%C3%A9lso+Borges%2C+25%2C+Pedreira%2C+Suzano%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Professor Antônio Maschietto,Escola,Escola,Suzano,Jardim Dona Benta,"Rua Vicente Scálice, 453, Jardim Dona Benta, Suzano, SP",+55 11 4749 7324,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Professor+Ant%C3%B4nio+Maschietto+Rua+Vicente+Sc%C3%A1lice%2C+453%2C+Jardim+Dona+Benta%2C+Suzano%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Professor Cláudio José Rodrigues,Escola,Escola,Suzano,Vila Urupês,"Rua Conde Domingos Papaiz, 103, Vila Urupês, Suzano, SP",+55 11 4744 5462,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Professor+Cl%C3%A1udio+Jos%C3%A9+Rodrigues+Rua+Conde+Domingos+Papaiz%2C+103%2C+Vila+Urup%C3%AAs%2C+Suzano%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal de Educação Infantil Aruja Unidade IV,Escola,Escola Infantil,Arujá,Parque Rodrigo Barreto,"Rua Deolinda Rosa dos Santos, 115, Parque Rodrigo Barreto, Arujá, SP",+55 11 4654 2805,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+de+Educa%C3%A7%C3%A3o+Infantil+Aruja+Unidade+IV+Rua+Deolinda+Rosa+dos+Santos%2C+115%2C+Parque+Rodrigo+Barreto%2C+Aruj%C3%A1%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal de Educação Infantil Unidade XI,Escola,Escola Infantil,Arujá,Jardim Fazenda do Rincão,"Rua Nossa Senhora Aparecida, 255, Jardim Fazenda do Rincão, Arujá, SP",+55 11 4653 2777,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+de+Educa%C3%A7%C3%A3o+Infantil+Unidade+XI+Rua+Nossa+Senhora+Aparecida%2C+255%2C+Jardim+Fazenda+do+Rinc%C3%A3o%2C+Aruj%C3%A1%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Técnica Itaquaquecetuna,Escola,Escola,Itaquaquecetuba,Santa Tereza,"Rua Cambará Orli, 866, Santa Tereza, Itaquaquecetuba, SP",+55 11 4642 5544,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+T%C3%A9cnica+Itaquaquecetuna+Rua+Cambar%C3%A1+Orli%2C+866%2C+Santa+Tereza%2C+Itaquaquecetuba%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Técnica Gino Rezaghi,Escola,Escola,Arujá,Colina Maria Luiza,"Avenida Arujá, 175, Colina Maria Luiza, Arujá, SP",+55 11 4447 3600,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+T%C3%A9cnica+Gino+Rezaghi+Avenida+Aruj%C3%A1%2C+175%2C+Colina+Maria+Luiza%2C+Aruj%C3%A1%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Athenas Instituto de Educação,Escola,Escola,Arujá,Vilar Pilar,"Praça Narciso José Lopes, Vilar Pilar, Arujá, SP",+55 11 4655 3635,,,,,,,https://www.google.com/maps/search/?api=1&query=Athenas+Instituto+de+Educa%C3%A7%C3%A3o+Pra%C3%A7a+Narciso+Jos%C3%A9+Lopes%2C+Vilar+Pilar%2C+Aruj%C3%A1%2C+SP,,,sem informação,57,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Faculdade ENIAC,Escola,Faculdade / Ensino Superior,Guarulhos,Centro,"Rua Força Pública, 89, Centro, Guarulhos, SP",,,,https://www.eniac.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Faculdade+ENIAC+Rua+For%C3%A7a+P%C3%BAblica%2C+89%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,56,Prioridade Média,tem site; redes sociais nao localizadas; operador: private; nota/avaliacoes Google nao coletadas nesta fonte
Hospital e Maternidade Ipiranga Arujá,Saúde,Maternidade,Arujá,Centro,"Rua Melvin Jones, 208, Centro, Arujá, SP",,,,https://www.hospitaisipiranga.com.br/unidades-avancadas/hospital-e-maternidade-ipiranga-aruja/aruja/,,,,https://www.google.com/maps/search/?api=1&query=Hospital+e+Maternidade+Ipiranga+Aruj%C3%A1+Rua+Melvin+Jones%2C+208%2C+Centro%2C+Aruj%C3%A1%2C+SP,,,sem informação,48,Prioridade Baixa,tem site; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Augusto Ruschi,Escola,Colégio,Guarulhos,Torres Tibagy,"Rua Soldado Jair da Silva Tavares, Torres Tibagy, Guarulhos, SP",,,,https://colegioaugustoruschi.com.br/,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Augusto+Ruschi+Rua+Soldado+Jair+da+Silva+Tavares%2C+Torres+Tibagy%2C+Guarulhos%2C+SP,,,sem informação,48,Prioridade Baixa,tem site; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clínica Individuar,Saúde,Hospital,Guarulhos,Centro,"Rua Carlos Leal Evans, 81, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica+Individuar+Rua+Carlos+Leal+Evans%2C+81%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,47,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; operador: private; nota/avaliacoes Google nao coletadas nesta fonte
Clinica Médica São João,Saúde,Clínica,Guarulhos,São João,"Rua Lagoa de Dentro, 74, São João, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+M%C3%A9dica+S%C3%A3o+Jo%C3%A3o+Rua+Lagoa+de+Dentro%2C+74%2C+S%C3%A3o+Jo%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,43,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; operador: private; nota/avaliacoes Google nao coletadas nesta fonte
Clínica Multidisciplinar EstimulAção,Saúde,Clínica,Guarulhos,Centro,"Rua Carmela Lamberga Thomeo, 32, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica+Multidisciplinar+EstimulA%C3%A7%C3%A3o+Rua+Carmela+Lamberga+Thomeo%2C+32%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,43,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; operador: private; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal João Antonio Batalha,Escola,Escola,Mogi das Cruzes,Chacára dos Baianos,"Estrada Particular Suzuki, 118, Chacára dos Baianos, Mogi das Cruzes, SP",,,em.antonio@se-pmmc.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Jo%C3%A3o+Antonio+Batalha+Estrada+Particular+Suzuki%2C+118%2C+Chac%C3%A1ra+dos+Baianos%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,41,Prioridade Baixa,sem site encontrado na fonte publica; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor José Benedito Leite Bartholomei,Escola,Escola,Suzano,Pedreira,"Rua Paulo Ernani Braga do Nascimento, 61, Pedreira, Suzano, SP",,,e908472a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Jos%C3%A9+Benedito+Leite+Bartholomei+Rua+Paulo+Ernani+Braga+do+Nascimento%2C+61%2C+Pedreira%2C+Suzano%2C+SP,,,sem informação,41,Prioridade Baixa,sem site encontrado na fonte publica; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Centro de Aendemente Sócio-Eucacional ao Adolescente de Arujá,Escola,Escola,Arujá,São Bento,"Rua Calogero Rapê, São Bento, Arujá, SP",,,e006476a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Centro+de+Aendemente+S%C3%B3cio-Eucacional+ao+Adolescente+de+Aruj%C3%A1+Rua+Calogero+Rap%C3%AA%2C+S%C3%A3o+Bento%2C+Aruj%C3%A1%2C+SP,,,sem informação,41,Prioridade Baixa,sem site encontrado na fonte publica; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado Rosa de França,Escola,Centro Educacional,Guarulhos,Vila Galvão,"Rua Sergipe, Vila Galvão, Guarulhos, SP",,,,http://portaleducacao.guarulhos.sp.gov.br/ite/ceu/index.php?p=12&unidade=508,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado+Rosa+de+Fran%C3%A7a+Rua+Sergipe%2C+Vila+Galv%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,40,Prioridade Baixa,tem site; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado Jardim Presidente Dutra,Escola,Centro Educacional,Guarulhos,Presidente Dutra,"Avenida João Bassi, Presidente Dutra, Guarulhos, SP",,,,http://portaleducacao.guarulhos.sp.gov.br/ite/ceu/index.php?p=12&unidade=499,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado+Jardim+Presidente+Dutra+Avenida+Jo%C3%A3o+Bassi%2C+Presidente+Dutra%2C+Guarulhos%2C+SP,,,sem informação,40,Prioridade Baixa,tem site; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado  Ottawa Uirapuru,Escola,Centro Educacional,Guarulhos,Cumbica,"Avenida Morada Nova, Cumbica, Guarulhos, SP",,,,http://portaleducacao.guarulhos.sp.gov.br/ite/ceu/index.php?p=12&unidade=505,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado++Ottawa+Uirapuru+Avenida+Morada+Nova%2C+Cumbica%2C+Guarulhos%2C+SP,,,sem informação,40,Prioridade Baixa,tem site; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional SESI,Escola,Centro Educacional,Mogi das Cruzes,Jardim São Pedro,"Avenida João XXIII, 3050, Jardim São Pedro, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+SESI+Avenida+Jo%C3%A3o+XXIII%2C+3050%2C+Jardim+S%C3%A3o+Pedro%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Estrada Hospital Doutor Arnaldo,Saúde,Hospital,Mogi das Cruzes,Chacára dos Baianos,"Estrada Hospital Doutor Arnaldo, Chacára dos Baianos, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Estrada+Hospital+Doutor+Arnaldo+Estrada+Hospital+Doutor+Arnaldo%2C+Chac%C3%A1ra+dos+Baianos%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade Avançada Hospital Ipiranga,Saúde,Hospital,Mogi das Cruzes,Alto do Ipiranga,"Rua Ipiranga, 876, Alto do Ipiranga, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+Avan%C3%A7ada+Hospital+Ipiranga+Rua+Ipiranga%2C+876%2C+Alto+do+Ipiranga%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
HMU - Hospital Municipal de Urgências,Saúde,Hospital,Guarulhos,Bom Clima,"Avenida Tiradentes, 3392, Bom Clima, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=HMU+-+Hospital+Municipal+de+Urg%C3%AAncias+Avenida+Tiradentes%2C+3392%2C+Bom+Clima%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Parada Hospital Municipal de Urgências (H.M.U),Saúde,Hospital,Guarulhos,Bom Clima,"Avenida Tiradentes, 3392, Bom Clima, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Parada+Hospital+Municipal+de+Urg%C3%AAncias+%28H.M.U%29+Avenida+Tiradentes%2C+3392%2C+Bom+Clima%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Maternidade Jesus José e Maria,Saúde,Maternidade,Guarulhos,Maia,"Avenida Doutor Renato de Andrade Maia, 1337, Maia, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Maternidade+Jesus+Jos%C3%A9+e+Maria+Avenida+Doutor+Renato+de+Andrade+Maia%2C+1337%2C+Maia%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Unimed Guarulhos,Saúde,Hospital,Guarulhos,Centro,"Rua Conceição, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Unimed+Guarulhos+Rua+Concei%C3%A7%C3%A3o%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Carlos Chagas,Saúde,Hospital,Guarulhos,Centro,"Ladeira Campos Sales, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Carlos+Chagas+Ladeira+Campos+Sales%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Casa de Saúde de Guarulhos,Saúde,Hospital,Guarulhos,Vila Augusta,"Rua Dona Antônia, Vila Augusta, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Casa+de+Sa%C3%BAde+de+Guarulhos+Rua+Dona+Ant%C3%B4nia%2C+Vila+Augusta%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Ponto de Integração Hospital  Santa Marcelina (B/C),Saúde,Hospital,Itaquaquecetuba,Vila Japão,"Rodovia Alberto Hinoto, Vila Japão, Itaquaquecetuba, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Ponto+de+Integra%C3%A7%C3%A3o+Hospital++Santa+Marcelina+%28B%2FC%29+Rodovia+Alberto+Hinoto%2C+Vila+Jap%C3%A3o%2C+Itaquaquecetuba%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Hospital Regional de Suzano,Saúde,Hospital,Suzano,Jardim Márcia,"Rua Sete de Setembro, Jardim Márcia, Suzano, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Hospital+Regional+de+Suzano+Rua+Sete+de+Setembro%2C+Jardim+M%C3%A1rcia%2C+Suzano%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Parada Hospital Saint Nicholas,Saúde,Hospital,Suzano,Centro,"Avenida Antônio Marques Figueira, Centro, Suzano, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Parada+Hospital+Saint+Nicholas+Avenida+Ant%C3%B4nio+Marques+Figueira%2C+Centro%2C+Suzano%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Santa Casa de Misericórdia de Suzano,Saúde,Hospital,Suzano,Vila Figueira,"Rua Francisco Felisberto Filho, Vila Figueira, Suzano, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Santa+Casa+de+Miseric%C3%B3rdia+de+Suzano+Rua+Francisco+Felisberto+Filho%2C+Vila+Figueira%2C+Suzano%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Objetivo,Escola,Colégio,Mogi das Cruzes,Cezar de Souza,"Avenida Francisco Rodrigues Filho, 3530, Cezar de Souza, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Objetivo+Avenida+Francisco+Rodrigues+Filho%2C+3530%2C+Cezar+de+Souza%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio SEPP,Escola,Colégio,Mogi das Cruzes,Centro Cívico,"Rua Newton Straube, Centro Cívico, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+SEPP+Rua+Newton+Straube%2C+Centro+C%C3%ADvico%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Alfabeto,Escola,Colégio,Mogi das Cruzes,Parque Santana,"Rua João Augusto de Moraes, Parque Santana, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Alfabeto+Rua+Jo%C3%A3o+Augusto+de+Moraes%2C+Parque+Santana%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio IENEC,Escola,Colégio,Mogi das Cruzes,Socorro,"Rua Doutor Euclides Ferreira da SIlva, 55, Socorro, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+IENEC+Rua+Doutor+Euclides+Ferreira+da+SIlva%2C+55%2C+Socorro%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Saber,Escola,Colégio,Mogi das Cruzes,Vila Oliveira,"Avenida Francisco Assis Monteiro de Castro, 707, Vila Oliveira, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Saber+Avenida+Francisco+Assis+Monteiro+de+Castro%2C+707%2C+Vila+Oliveira%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Santa Mônica,Escola,Colégio,Mogi das Cruzes,Centro,"Rua São João, Centro, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Santa+M%C3%B4nica+Rua+S%C3%A3o+Jo%C3%A3o%2C+Centro%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clube Nautico Mogiano Faculdade,Escola,Faculdade / Ensino Superior,Mogi das Cruzes,Vila Industrial,"Rua Cabo Diogo Oliver, Vila Industrial, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Clube+Nautico+Mogiano+Faculdade+Rua+Cabo+Diogo+Oliver%2C+Vila+Industrial%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Rua do Colégio,Escola,Colégio,Guarulhos,Vila Rio,"Rua do Colégio, Vila Rio, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Rua+do+Col%C3%A9gio+Rua+do+Col%C3%A9gio%2C+Vila+Rio%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Parthenon - Unidade 1,Escola,Colégio,Guarulhos,Bom Clima,"Rua Consul Orestes Corrêa, 733, Bom Clima, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Parthenon+-+Unidade+1+Rua+Consul+Orestes+Corr%C3%AAa%2C+733%2C+Bom+Clima%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Canadá,Escola,Colégio,Guarulhos,Gopoúva,"Rua Alfredo Cerquilho, Gopoúva, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Canad%C3%A1+Rua+Alfredo+Cerquilho%2C+Gopo%C3%BAva%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Vila Fátima,Escola,Colégio,Guarulhos,Fátima,"Rua Hélio Arrelaro, Fátima, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Vila+F%C3%A1tima+Rua+H%C3%A9lio+Arrelaro%2C+F%C3%A1tima%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Objetivo,Escola,Colégio,Guarulhos,Centro,"Avenida Tiradentes, 1425, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Objetivo+Avenida+Tiradentes%2C+1425%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Mondrian,Escola,Colégio,Guarulhos,Ponte Grande,"Avenida Santana, 662, Ponte Grande, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Mondrian+Avenida+Santana%2C+662%2C+Ponte+Grande%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
